id_student,modules,n_modules
531270,"[""Engineering""]",1
531287,"[""Humanities""]",1
531290,"[""Humanities""]",1
531294,"[""Engineering""]",1
531340,"[""Technology Studies""]",1
531344,"[""Engineering""]",1
531377,"[""Technology Studies""]",1
531384,"[""Humanities""]",1
531397,"[""Engineering""]",1
531402,"[""Technology Studies""]",1
531427,"[""Humanities""]",1
531428,"[""Humanities""]",1
531448,"[""Engineering""]",1
531450,"[""Humanities""]",1
531464,"[""Humanities""]",1
531481,"[""Humanities""]",1
531569,"[""Humanities""]",1
531573,"[""Humanities""]",1
531629,"[""Engineering""]",1
531634,"[""Humanities""]",1
531643,"[""Humanities""]",1
531646,"[""Technology Studies""]",1
531667,"[""Engineering""]",1
531674,"[""Computing & IT""]",1
531689,"[""Humanities""]",1
531709,"[""Engineering""]",1
531753,"[""Humanities""]",1
531755,"[""Humanities""]",1
531787,"[""Technology Studies""]",1
531791,"[""Engineering""]",1
531845,"[""Mathematics""]",1
531865,"[""Humanities""]",1
531866,"[""Engineering""]",1
531871,"[""Engineering""]",1
531888,"[""Technology Studies""]",1
531894,"[""Engineering""]",1
531896,"[""Computing & IT""]",1
531905,"[""Engineering""]",1
531924,"[""Technology Studies""]",1
531953,"[""Engineering""]",1
532000,"[""Humanities""]",1
532020,"[""Computing & IT"", ""Technology Studies""]",2
532034,"[""Humanities""]",1
532049,"[""Engineering""]",1
532050,"[""Engineering""]",1
532062,"[""Engineering""]",1
532067,"[""Technology Studies""]",1
532114,"[""Humanities""]",1
532116,"[""Technology Studies""]",1
532121,"[""Engineering""]",1
532140,"[""Humanities""]",1
532142,"[""Humanities""]",1
532144,"[""Technology Studies""]",1
532194,"[""Technology Studies""]",1
532236,"[""Technology Studies""]",1
532252,"[""Computing & IT""]",1
532254,"[""Engineering""]",1
532267,"[""Technology Studies""]",1
532274,"[""Humanities""]",1
532317,"[""Humanities""]",1
532335,"[""Humanities""]",1
532350,"[""Computing & IT""]",1
532396,"[""Humanities""]",1
532413,"[""Engineering""]",1
532428,"[""Engineering""]",1
532436,"[""Engineering""]",1
532440,"[""Computing & IT""]",1
532441,"[""Education Studies""]",1
532464,"[""Engineering""]",1
532468,"[""Humanities""]",1
532473,"[""Education Studies""]",1
532476,"[""Engineering""]",1
532477,"[""Humanities""]",1
532491,"[""Mathematics"", ""Technology Studies""]",2
532500,"[""Humanities""]",1
532512,"[""Humanities""]",1
532531,"[""Computing & IT"", ""Mathematics""]",2
532534,"[""Humanities""]",1
532565,"[""Computing & IT"", ""Technology Studies""]",2
532570,"[""Mathematics""]",1
532575,"[""Engineering""]",1
532578,"[""Engineering""]",1
532579,"[""Engineering"", ""Mathematics""]",2
532584,"[""Humanities""]",1
532589,"[""Engineering""]",1
532608,"[""Engineering""]",1
532615,"[""Humanities""]",1
532617,"[""Humanities""]",1
532627,"[""Engineering""]",1
532648,"[""Technology Studies""]",1
532649,"[""Computing & IT""]",1
532665,"[""Humanities""]",1
532668,"[""Humanities""]",1
532683,"[""Technology Studies""]",1
532695,"[""Technology Studies""]",1
532703,"[""Engineering""]",1
532710,"[""Humanities""]",1
532715,"[""Engineering""]",1
532718,"[""Computing & IT"", ""Technology Studies""]",2
532739,"[""Humanities""]",1
532741,"[""Engineering""]",1
532742,"[""Humanities""]",1
532744,"[""Computing & IT"", ""Engineering""]",2
532745,"[""Technology Studies""]",1
532750,"[""Humanities""]",1
532779,"[""Humanities""]",1
532794,"[""Humanities""]",1
532839,"[""Humanities""]",1
532846,"[""Computing & IT"", ""Mathematics""]",2
532855,"[""Technology Studies""]",1
532859,"[""Computing & IT"", ""Technology Studies""]",2
532862,"[""Education Studies""]",1
532863,"[""Technology Studies""]",1
532868,"[""Humanities""]",1
532869,"[""Humanities""]",1
532886,"[""Humanities""]",1
532895,"[""Engineering""]",1
532928,"[""Humanities""]",1
532941,"[""Technology Studies""]",1
532950,"[""Humanities""]",1
532968,"[""Engineering""]",1
532988,"[""Technology Studies""]",1
533004,"[""Computing & IT"", ""Technology Studies""]",2
533006,"[""Computing & IT""]",1
533012,"[""Mathematics"", ""Technology Studies""]",2
533016,"[""Engineering""]",1
533044,"[""Engineering""]",1
533054,"[""Education Studies""]",1
533068,"[""Social Sciences Foundation""]",1
533077,"[""Humanities""]",1
533091,"[""Humanities""]",1
533134,"[""Engineering""]",1
533140,"[""Engineering""]",1
533141,"[""Engineering""]",1
533164,"[""Humanities""]",1
533172,"[""Engineering""]",1
533198,"[""Engineering""]",1
533201,"[""Engineering""]",1
533209,"[""Humanities""]",1
533210,"[""Humanities""]",1
533217,"[""Engineering""]",1
533291,"[""Technology Studies""]",1
533301,"[""Humanities""]",1
533311,"[""Computing & IT"", ""Mathematics""]",2
533321,"[""Engineering""]",1
533324,"[""Humanities""]",1
533347,"[""Humanities""]",1
533348,"[""Engineering""]",1
533365,"[""Humanities""]",1
533414,"[""Humanities""]",1
533418,"[""Engineering""]",1
533449,"[""Humanities""]",1
533458,"[""Engineering""]",1
533485,"[""Engineering""]",1
533512,"[""Computing & IT"", ""Humanities""]",2
533522,"[""Technology Studies""]",1
533523,"[""Engineering""]",1
533527,"[""Humanities""]",1
533535,"[""Engineering""]",1
533545,"[""Humanities""]",1
533614,"[""Engineering""]",1
533689,"[""Computing & IT""]",1
533697,"[""Humanities""]",1
533709,"[""Engineering""]",1
533722,"[""Humanities""]",1
533731,"[""Technology Studies""]",1
533737,"[""Humanities""]",1
533829,"[""Technology Studies""]",1
533839,"[""Humanities""]",1
533846,"[""Humanities""]",1
533874,"[""Engineering""]",1
533877,"[""Technology Studies""]",1
533929,"[""Engineering""]",1
533944,"[""Engineering""]",1
533969,"[""Humanities""]",1
533975,"[""Engineering""]",1
533988,"[""Technology Studies""]",1
533996,"[""Humanities""]",1
533997,"[""Engineering""]",1
534014,"[""Engineering""]",1
534018,"[""Engineering""]",1
534037,"[""Engineering""]",1
534047,"[""Computing & IT""]",1
534051,"[""Humanities""]",1
534064,"[""Engineering""]",1
534074,"[""Computing & IT""]",1
534086,"[""Humanities""]",1
534093,"[""Computing & IT"", ""Technology Studies""]",2
534112,"[""Engineering""]",1
534133,"[""Humanities""]",1
534143,"[""Humanities""]",1
534151,"[""Humanities""]",1
534163,"[""Humanities""]",1
534201,"[""Technology Studies""]",1
534203,"[""Computing & IT"", ""Technology Studies""]",2
534217,"[""Humanities""]",1
534219,"[""Technology Studies""]",1
534234,"[""Engineering""]",1
534251,"[""Education Studies""]",1
534318,"[""Engineering""]",1
534323,"[""Humanities""]",1
534343,"[""Humanities""]",1
534346,"[""Engineering""]",1
534349,"[""Technology Studies""]",1
534360,"[""Humanities""]",1
534371,"[""Mathematics""]",1
534373,"[""Humanities""]",1
534426,"[""Humanities""]",1
534428,"[""Humanities""]",1
534431,"[""Engineering""]",1
534432,"[""Humanities""]",1
534457,"[""Engineering""]",1
534530,"[""Humanities""]",1
534588,"[""Humanities""]",1
534602,"[""Engineering""]",1
534609,"[""Engineering""]",1
534647,"[""Education Studies""]",1
534652,"[""Humanities""]",1
534671,"[""Humanities""]",1
534672,"[""Education Studies""]",1
534698,"[""Humanities""]",1
534709,"[""Humanities""]",1
534713,"[""Humanities""]",1
534715,"[""Humanities""]",1
534733,"[""Computing & IT""]",1
534744,"[""Humanities""]",1
534750,"[""Engineering""]",1
534758,"[""Humanities""]",1
534765,"[""Humanities""]",1
534777,"[""Technology Studies""]",1
534784,"[""Engineering""]",1
534792,"[""Engineering""]",1
534816,"[""Humanities""]",1
534827,"[""Technology Studies""]",1
534830,"[""Humanities""]",1
534854,"[""Engineering""]",1
534856,"[""Engineering""]",1
534884,"[""Humanities""]",1
534892,"[""Engineering""]",1
534908,"[""Humanities""]",1
534910,"[""Technology Studies""]",1
534913,"[""Engineering""]",1
534922,"[""Humanities""]",1
534944,"[""Engineering""]",1
534946,"[""Humanities""]",1
534952,"[""Engineering""]",1
534958,"[""Engineering""]",1
534962,"[""Engineering""]",1
534983,"[""Humanities""]",1
534989,"[""Engineering""]",1
534991,"[""Humanities""]",1
534998,"[""Humanities""]",1
535012,"[""Humanities""]",1
535037,"[""Engineering""]",1
535047,"[""Computing & IT""]",1
535052,"[""Engineering""]",1
535077,"[""Humanities""]",1
535131,"[""Engineering""]",1
535140,"[""Humanities""]",1
535145,"[""Humanities""]",1
535152,"[""Humanities""]",1
535155,"[""Humanities""]",1
535161,"[""Computing & IT"", ""Technology Studies""]",2
535168,"[""Humanities""]",1
535169,"[""Technology Studies""]",1
535215,"[""Technology Studies""]",1
535220,"[""Technology Studies""]",1
535228,"[""Engineering""]",1
535259,"[""Computing & IT"", ""Mathematics""]",2
535269,"[""Humanities""]",1
535272,"[""Humanities""]",1
535276,"[""Engineering""]",1
535278,"[""Humanities""]",1
535303,"[""Humanities""]",1
535324,"[""Engineering""]",1
535328,"[""Humanities""]",1
535351,"[""Technology Studies""]",1
535379,"[""Humanities""]",1
535390,"[""Engineering""]",1
535396,"[""Humanities""]",1
535407,"[""Humanities""]",1
535424,"[""Technology Studies""]",1
535460,"[""Engineering""]",1
535462,"[""Humanities""]",1
535463,"[""Technology Studies""]",1
535468,"[""Humanities""]",1
535486,"[""Technology Studies""]",1
535506,"[""Humanities""]",1
535526,"[""Humanities""]",1
535529,"[""Engineering""]",1
535530,"[""Humanities""]",1
535542,"[""Engineering""]",1
535548,"[""Humanities""]",1
535558,"[""Humanities""]",1
535590,"[""Computing & IT""]",1
535605,"[""Humanities""]",1
535618,"[""Humanities""]",1
535620,"[""Technology Studies""]",1
535628,"[""Engineering""]",1
535632,"[""Technology Studies""]",1
535648,"[""Computing & IT""]",1
535662,"[""Engineering""]",1
535671,"[""Engineering""]",1
535682,"[""Computing & IT""]",1
535707,"[""Technology Studies""]",1
535747,"[""Technology Studies""]",1
535755,"[""Humanities""]",1
535760,"[""Humanities""]",1
535761,"[""Engineering""]",1
535773,"[""Humanities""]",1
535778,"[""Humanities""]",1
535789,"[""Technology Studies""]",1
535794,"[""Technology Studies""]",1
535799,"[""Technology Studies""]",1
535800,"[""Humanities""]",1
535804,"[""Engineering""]",1
535807,"[""Humanities""]",1
535820,"[""Humanities""]",1
535831,"[""Technology Studies""]",1
535833,"[""Humanities""]",1
535963,"[""Humanities""]",1
535981,"[""Engineering""]",1
535986,"[""Technology Studies""]",1
535997,"[""Engineering""]",1
536032,"[""Computing & IT"", ""Technology Studies""]",2
536038,"[""Engineering""]",1
536046,"[""Engineering""]",1
536050,"[""Humanities""]",1
536103,"[""Engineering""]",1
536112,"[""Humanities""]",1
536125,"[""Engineering""]",1
536145,"[""Technology Studies""]",1
536147,"[""Engineering""]",1
536170,"[""Computing & IT"", ""Technology Studies""]",2
536178,"[""Engineering""]",1
536188,"[""Humanities""]",1
536189,"[""Humanities""]",1
536199,"[""Technology Studies""]",1
536203,"[""Humanities""]",1
536205,"[""Humanities""]",1
536210,"[""Technology Studies""]",1
536214,"[""Engineering""]",1
536216,"[""Humanities""]",1
536243,"[""Humanities""]",1
536261,"[""Computing & IT"", ""Technology Studies""]",2
536270,"[""Humanities""]",1
536276,"[""Computing & IT""]",1
536286,"[""Humanities""]",1
536296,"[""Technology Studies""]",1
536318,"[""Humanities""]",1
536331,"[""Engineering""]",1
536351,"[""Engineering""]",1
536409,"[""Humanities""]",1
536435,"[""Computing & IT""]",1
536442,"[""Humanities""]",1
536452,"[""Humanities""]",1
536454,"[""Engineering""]",1
536455,"[""Engineering""]",1
536471,"[""Humanities""]",1
536475,"[""Engineering""]",1
536487,"[""Humanities""]",1
536503,"[""Engineering""]",1
536510,"[""Humanities""]",1
536519,"[""Humanities""]",1
536520,"[""Humanities""]",1
536536,"[""Computing & IT"", ""Technology Studies""]",2
536551,"[""Humanities""]",1
536556,"[""Engineering""]",1
536591,"[""Engineering""]",1
536593,"[""Engineering""]",1
536629,"[""Humanities""]",1
536632,"[""Humanities""]",1
536636,"[""Engineering""]",1
536647,"[""Education Studies""]",1
536649,"[""Humanities""]",1
536660,"[""Humanities""]",1
536663,"[""Humanities""]",1
536664,"[""Humanities""]",1
536666,"[""Humanities""]",1
536670,"[""Humanities""]",1
536681,"[""Engineering""]",1
536696,"[""Technology Studies""]",1
536698,"[""Engineering""]",1
536711,"[""Engineering""]",1
536722,"[""Humanities""]",1
536726,"[""Humanities""]",1
536736,"[""Computing & IT"", ""Technology Studies""]",2
536767,"[""Humanities""]",1
536794,"[""Technology Studies""]",1
536805,"[""Humanities""]",1
536825,"[""Computing & IT""]",1
536843,"[""Engineering""]",1
536852,"[""Humanities""]",1
536856,"[""Humanities""]",1
536900,"[""Humanities""]",1
536906,"[""Engineering""]",1
536926,"[""Technology Studies""]",1
536930,"[""Engineering""]",1
536941,"[""Technology Studies""]",1
536950,"[""Engineering""]",1
536963,"[""Engineering""]",1
536979,"[""Technology Studies""]",1
536984,"[""Mathematics""]",1
536992,"[""Humanities""]",1
536996,"[""Mathematics""]",1
536999,"[""Technology Studies""]",1
537000,"[""Engineering""]",1
537028,"[""Engineering""]",1
537077,"[""Humanities""]",1
537081,"[""Social Sciences Foundation""]",1
537115,"[""Education Studies""]",1
537133,"[""Engineering""]",1
537138,"[""Technology Studies""]",1
537139,"[""Technology Studies""]",1
537151,"[""Engineering""]",1
537162,"[""Humanities""]",1
537171,"[""Humanities""]",1
537181,"[""Education Studies""]",1
537193,"[""Humanities""]",1
537194,"[""Humanities""]",1
537221,"[""Humanities""]",1
537238,"[""Technology Studies""]",1
537255,"[""Humanities""]",1
537259,"[""Humanities""]",1
537263,"[""Humanities""]",1
537271,"[""Humanities""]",1
537320,"[""Humanities""]",1
537321,"[""Engineering""]",1
537322,"[""Computing & IT"", ""Engineering""]",2
537328,"[""Engineering""]",1
537335,"[""Engineering""]",1
537342,"[""Humanities""]",1
537373,"[""Humanities""]",1
537392,"[""Humanities""]",1
537394,"[""Engineering""]",1
537414,"[""Humanities""]",1
537433,"[""Humanities""]",1
537434,"[""Humanities""]",1
537452,"[""Technology Studies""]",1
537463,"[""Technology Studies""]",1
537464,"[""Humanities""]",1
537473,"[""Humanities""]",1
537488,"[""Humanities""]",1
537515,"[""Engineering""]",1
537558,"[""Humanities""]",1
537572,"[""Humanities""]",1
537577,"[""Technology Studies""]",1
537584,"[""Humanities""]",1
537603,"[""Computing & IT"", ""Technology Studies""]",2
537605,"[""Humanities""]",1
537606,"[""Computing & IT"", ""Engineering""]",2
537621,"[""Technology Studies""]",1
537622,"[""Computing & IT"", ""Technology Studies""]",2
537640,"[""Humanities""]",1
537645,"[""Engineering""]",1
537652,"[""Technology Studies""]",1
537654,"[""Computing & IT""]",1
537656,"[""Engineering""]",1
537658,"[""Computing & IT"", ""Technology Studies""]",2
537662,"[""Education Studies""]",1
537670,"[""Education Studies""]",1
537672,"[""Engineering""]",1
537674,"[""Engineering""]",1
537676,"[""Humanities""]",1
537679,"[""Humanities""]",1
537683,"[""Engineering""]",1
537687,"[""Engineering""]",1
537688,"[""Humanities""]",1
537691,"[""Technology Studies""]",1
537698,"[""Humanities""]",1
537700,"[""Engineering""]",1
537703,"[""Engineering""]",1
537704,"[""Humanities""]",1
537728,"[""Engineering""]",1
537747,"[""Technology Studies""]",1
537756,"[""Technology Studies""]",1
537811,"[""Computing & IT"", ""Engineering"", ""Technology Studies""]",3
537844,"[""Humanities""]",1
537868,"[""Technology Studies""]",1
537875,"[""Humanities""]",1
537898,"[""Humanities""]",1
537905,"[""Humanities""]",1
537918,"[""Technology Studies""]",1
537926,"[""Technology Studies""]",1
537929,"[""Mathematics""]",1
537938,"[""Engineering""]",1
537942,"[""Engineering""]",1
537955,"[""Engineering""]",1
537962,"[""Technology Studies""]",1
537980,"[""Engineering""]",1
537995,"[""Engineering""]",1
538040,"[""Mathematics""]",1
538045,"[""Engineering""]",1
538051,"[""Engineering""]",1
538069,"[""Technology Studies""]",1
538102,"[""Mathematics""]",1
538131,"[""Technology Studies""]",1
538138,"[""Humanities""]",1
538196,"[""Humanities""]",1
538202,"[""Engineering""]",1
538210,"[""Humanities""]",1
538211,"[""Technology Studies""]",1
538221,"[""Humanities""]",1
538232,"[""Humanities"", ""Technology Studies""]",2
538251,"[""Technology Studies""]",1
538611,"[""Technology Studies""]",1
538701,"[""Technology Studies""]",1
538863,"[""Technology Studies""]",1
538887,"[""Computing & IT"", ""Mathematics""]",2
538897,"[""Humanities""]",1
538903,"[""Technology Studies""]",1
538916,"[""Engineering""]",1
538918,"[""Education Studies""]",1
538941,"[""Engineering""]",1
538942,"[""Humanities""]",1
538949,"[""Engineering""]",1
538987,"[""Humanities""]",1
539035,"[""Technology Studies""]",1
539041,"[""Humanities""]",1
539043,"[""Technology Studies""]",1
539056,"[""Humanities""]",1
539060,"[""Technology Studies""]",1
539063,"[""Mathematics""]",1
539066,"[""Technology Studies""]",1
539117,"[""Engineering""]",1
539128,"[""Engineering""]",1
539142,"[""Technology Studies""]",1
539186,"[""Technology Studies""]",1
539209,"[""Technology Studies""]",1
539219,"[""Engineering""]",1
539224,"[""Technology Studies""]",1
539232,"[""Humanities""]",1
539241,"[""Engineering""]",1
539253,"[""Humanities""]",1
539262,"[""Technology Studies""]",1
539265,"[""Humanities""]",1
539299,"[""Humanities""]",1
539302,"[""Technology Studies""]",1
539303,"[""Humanities""]",1
539308,"[""Engineering""]",1
539328,"[""Computing & IT"", ""Technology Studies""]",2
539332,"[""Engineering""]",1
539345,"[""Humanities""]",1
539359,"[""Engineering""]",1
539364,"[""Engineering""]",1
539365,"[""Humanities""]",1
539385,"[""Humanities""]",1
539401,"[""Engineering""]",1
539408,"[""Computing & IT""]",1
539414,"[""Humanities""]",1
539416,"[""Humanities""]",1
539418,"[""Humanities""]",1
539426,"[""Humanities""]",1
539436,"[""Education Studies""]",1
539440,"[""Engineering""]",1
539444,"[""Engineering""]",1
539451,"[""Computing & IT"", ""Technology Studies""]",2
539468,"[""Engineering""]",1
539497,"[""Engineering""]",1
539514,"[""Computing & IT"", ""Engineering""]",2
539558,"[""Humanities""]",1
539572,"[""Humanities""]",1
539588,"[""Technology Studies""]",1
539622,"[""Technology Studies""]",1
539635,"[""Humanities""]",1
539643,"[""Technology Studies""]",1
539657,"[""Humanities""]",1
539668,"[""Engineering""]",1
539670,"[""Humanities""]",1
539675,"[""Humanities""]",1
539695,"[""Computing & IT"", ""Mathematics""]",2
539710,"[""Humanities""]",1
539727,"[""Computing & IT""]",1
539737,"[""Humanities""]",1
539759,"[""Engineering""]",1
539774,"[""Engineering""]",1
539775,"[""Mathematics""]",1
539784,"[""Computing & IT""]",1
539872,"[""Technology Studies""]",1
539886,"[""Engineering""]",1
539891,"[""Humanities""]",1
539894,"[""Humanities""]",1
539896,"[""Engineering""]",1
539913,"[""Engineering""]",1
539922,"[""Engineering""]",1
539945,"[""Engineering""]",1
539953,"[""Engineering""]",1
539962,"[""Humanities""]",1
539963,"[""Engineering""]",1
539971,"[""Computing & IT""]",1
539990,"[""Mathematics""]",1
539994,"[""Engineering""]",1
540005,"[""Humanities""]",1
540054,"[""Engineering""]",1
540055,"[""Humanities""]",1
540122,"[""Humanities""]",1
540147,"[""Engineering""]",1
540155,"[""Engineering""]",1
540160,"[""Engineering""]",1
540184,"[""Humanities""]",1
540207,"[""Technology Studies""]",1
540209,"[""Engineering""]",1
540219,"[""Mathematics""]",1
540224,"[""Engineering""]",1
540249,"[""Humanities""]",1
540293,"[""Humanities""]",1
540298,"[""Technology Studies""]",1
540310,"[""Technology Studies""]",1
540422,"[""Technology Studies""]",1
540503,"[""Engineering""]",1
540509,"[""Computing & IT"", ""Mathematics""]",2
540511,"[""Humanities""]",1
540513,"[""Humanities""]",1
540521,"[""Humanities""]",1
540530,"[""Humanities"", ""Technology Studies""]",2
540547,"[""Technology Studies""]",1
540549,"[""Engineering""]",1
540558,"[""Humanities""]",1
540568,"[""Humanities"", ""Technology Studies""]",2
540577,"[""Engineering""]",1
540581,"[""Engineering""]",1
540592,"[""Technology Studies""]",1
540594,"[""Humanities""]",1
540602,"[""Humanities""]",1
540605,"[""Technology Studies""]",1
540607,"[""Humanities""]",1
540614,"[""Humanities""]",1
540637,"[""Engineering""]",1
540656,"[""Humanities""]",1
540682,"[""Humanities""]",1
540686,"[""Computing & IT"", ""Technology Studies""]",2
540694,"[""Computing & IT"", ""Technology Studies""]",2
540713,"[""Engineering""]",1
540723,"[""Engineering""]",1
540727,"[""Engineering""]",1
540750,"[""Humanities""]",1
540758,"[""Technology Studies""]",1
540759,"[""Technology Studies""]",1
540767,"[""Humanities""]",1
540780,"[""Humanities""]",1
540787,"[""Humanities""]",1
540800,"[""Engineering""]",1
540801,"[""Engineering""]",1
540806,"[""Technology Studies""]",1
540821,"[""Technology Studies""]",1
540826,"[""Humanities""]",1
540848,"[""Technology Studies""]",1
540885,"[""Computing & IT"", ""Technology Studies""]",2
540909,"[""Engineering""]",1
540918,"[""Humanities""]",1
540920,"[""Technology Studies""]",1
540937,"[""Computing & IT""]",1
540947,"[""Technology Studies""]",1
540953,"[""Humanities""]",1
540997,"[""Engineering""]",1
541000,"[""Technology Studies""]",1
541003,"[""Computing & IT"", ""Mathematics""]",2
541013,"[""Humanities""]",1
541040,"[""Computing & IT"", ""Mathematics""]",2
541044,"[""Education Studies""]",1
541048,"[""Humanities""]",1
541061,"[""Humanities""]",1
541073,"[""Humanities""]",1
541101,"[""Engineering""]",1
541108,"[""Technology Studies""]",1
541113,"[""Humanities""]",1
541123,"[""Humanities""]",1
541171,"[""Humanities""]",1
541174,"[""Mathematics""]",1
541184,"[""Computing & IT"", ""Engineering""]",2
541196,"[""Humanities""]",1
541202,"[""Technology Studies""]",1
541228,"[""Technology Studies""]",1
541231,"[""Humanities""]",1
541232,"[""Humanities""]",1
541252,"[""Education Studies""]",1
541260,"[""Technology Studies""]",1
541274,"[""Humanities""]",1
541281,"[""Engineering""]",1
541315,"[""Humanities""]",1
541327,"[""Engineering""]",1
541349,"[""Engineering""]",1
541363,"[""Humanities""]",1
541369,"[""Engineering""]",1
541418,"[""Engineering""]",1
541476,"[""Humanities""]",1
541478,"[""Engineering""]",1
541482,"[""Computing & IT"", ""Technology Studies""]",2
541521,"[""Engineering""]",1
541523,"[""Humanities""]",1
541531,"[""Computing & IT""]",1
541532,"[""Engineering""]",1
541538,"[""Computing & IT""]",1
541573,"[""Humanities""]",1
541579,"[""Engineering""]",1
541586,"[""Humanities""]",1
541697,"[""Humanities""]",1
541702,"[""Humanities""]",1
541706,"[""Humanities""]",1
541708,"[""Computing & IT""]",1
541709,"[""Humanities""]",1
541727,"[""Humanities""]",1
541753,"[""Engineering""]",1
541763,"[""Humanities""]",1
541764,"[""Humanities""]",1
541765,"[""Technology Studies""]",1
541768,"[""Engineering""]",1
541769,"[""Humanities""]",1
541774,"[""Education Studies""]",1
541781,"[""Engineering""]",1
541783,"[""Engineering""]",1
541794,"[""Humanities""]",1
541803,"[""Humanities""]",1
541808,"[""Humanities""]",1
541822,"[""Humanities""]",1
541832,"[""Humanities""]",1
541838,"[""Humanities""]",1
541842,"[""Humanities""]",1
541884,"[""Humanities""]",1
541887,"[""Technology Studies""]",1
541890,"[""Education Studies""]",1
541921,"[""Engineering""]",1
541923,"[""Engineering""]",1
541973,"[""Humanities""]",1
541977,"[""Technology Studies""]",1
541985,"[""Humanities""]",1
541995,"[""Humanities""]",1
541999,"[""Engineering"", ""Mathematics""]",2
542003,"[""Engineering""]",1
542010,"[""Humanities""]",1
542012,"[""Humanities""]",1
542020,"[""Engineering""]",1
542026,"[""Engineering""]",1
542036,"[""Technology Studies""]",1
542049,"[""Technology Studies""]",1
542050,"[""Computing & IT"", ""Mathematics""]",2
542054,"[""Computing & IT"", ""Technology Studies""]",2
542062,"[""Engineering""]",1
542081,"[""Humanities""]",1
542084,"[""Humanities""]",1
542100,"[""Engineering""]",1
542115,"[""Humanities""]",1
542134,"[""Computing & IT""]",1
542164,"[""Humanities""]",1
542167,"[""Computing & IT"", ""Mathematics""]",2
542172,"[""Humanities""]",1
542180,"[""Computing & IT"", ""Technology Studies""]",2
542202,"[""Engineering""]",1
542205,"[""Technology Studies""]",1
542244,"[""Technology Studies""]",1
542259,"[""Humanities""]",1
542260,"[""Humanities""]",1
542279,"[""Mathematics""]",1
542287,"[""Engineering""]",1
542291,"[""Humanities""]",1
542293,"[""Technology Studies""]",1
542296,"[""Humanities""]",1
542321,"[""Technology Studies""]",1
542356,"[""Engineering""]",1
542372,"[""Technology Studies""]",1
542386,"[""Engineering""]",1
542394,"[""Technology Studies""]",1
542396,"[""Humanities""]",1
542423,"[""Engineering""]",1
542456,"[""Humanities""]",1
542466,"[""Humanities""]",1
542472,"[""Humanities""]",1
542476,"[""Technology Studies""]",1
542506,"[""Engineering""]",1
542524,"[""Mathematics""]",1
542536,"[""Engineering""]",1
542543,"[""Humanities""]",1
542547,"[""Humanities""]",1
542550,"[""Engineering""]",1
542557,"[""Computing & IT"", ""Engineering""]",2
542558,"[""Technology Studies""]",1
542562,"[""Education Studies"", ""Humanities""]",2
542574,"[""Humanities""]",1
542602,"[""Humanities""]",1
542613,"[""Humanities""]",1
542622,"[""Humanities""]",1
542635,"[""Engineering""]",1
542646,"[""Engineering""]",1
542653,"[""Engineering""]",1
542657,"[""Engineering""]",1
542663,"[""Humanities""]",1
542687,"[""Humanities""]",1
542692,"[""Humanities""]",1
542707,"[""Humanities""]",1
542721,"[""Computing & IT""]",1
542745,"[""Humanities""]",1
542748,"[""Humanities""]",1
542760,"[""Humanities""]",1
542987,"[""Engineering""]",1
542991,"[""Humanities""]",1
543010,"[""Engineering""]",1
543019,"[""Engineering""]",1
543021,"[""Humanities""]",1
543054,"[""Engineering""]",1
543060,"[""Technology Studies""]",1
543095,"[""Engineering""]",1
543113,"[""Engineering""]",1
543124,"[""Humanities""]",1
543140,"[""Humanities""]",1
543155,"[""Engineering""]",1
543165,"[""Humanities""]",1
543170,"[""Computing & IT""]",1
543180,"[""Humanities""]",1
543199,"[""Humanities""]",1
543202,"[""Technology Studies""]",1
543231,"[""Technology Studies""]",1
543279,"[""Humanities""]",1
543295,"[""Engineering""]",1
543340,"[""Technology Studies""]",1
543351,"[""Humanities""]",1
543356,"[""Humanities"", ""Technology Studies""]",2
543361,"[""Technology Studies""]",1
543365,"[""Humanities""]",1
543383,"[""Technology Studies""]",1
543384,"[""Engineering""]",1
543386,"[""Technology Studies""]",1
543408,"[""Humanities""]",1
543415,"[""Engineering""]",1
543417,"[""Computing & IT"", ""Mathematics""]",2
543418,"[""Humanities""]",1
543421,"[""Technology Studies""]",1
543428,"[""Humanities""]",1
543432,"[""Engineering""]",1
543436,"[""Engineering""]",1
543439,"[""Humanities""]",1
543446,"[""Technology Studies""]",1
543447,"[""Engineering""]",1
543459,"[""Technology Studies""]",1
543465,"[""Humanities""]",1
543473,"[""Humanities""]",1
543474,"[""Mathematics""]",1
543475,"[""Computing & IT"", ""Mathematics""]",2
543478,"[""Technology Studies""]",1
543481,"[""Technology Studies""]",1
543482,"[""Technology Studies""]",1
543510,"[""Technology Studies""]",1
543533,"[""Humanities""]",1
543536,"[""Engineering""]",1
543557,"[""Education Studies""]",1
543571,"[""Computing & IT""]",1
543573,"[""Technology Studies""]",1
543576,"[""Mathematics""]",1
543599,"[""Engineering""]",1
543604,"[""Engineering""]",1
543607,"[""Engineering""]",1
543628,"[""Computing & IT""]",1
543630,"[""Humanities""]",1
543643,"[""Engineering""]",1
543648,"[""Technology Studies""]",1
543653,"[""Computing & IT""]",1
543663,"[""Technology Studies""]",1
543678,"[""Computing & IT""]",1
543683,"[""Technology Studies""]",1
543686,"[""Engineering""]",1
543719,"[""Humanities""]",1
543723,"[""Technology Studies""]",1
543749,"[""Technology Studies""]",1
543756,"[""Technology Studies""]",1
543763,"[""Engineering""]",1
