id_student,code_module,module_name,domain,code_presentation,final_result,studied_credits
2003628,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2009239,BBB,Humanities,Social Sciences,2014J,Pass,120
2035574,BBB,Humanities,Social Sciences,2014J,Pass,120
2045569,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2049740,BBB,Humanities,Social Sciences,2014J,Fail,60
2051809,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2091096,BBB,Humanities,Social Sciences,2014J,Pass,60
2091193,BBB,Humanities,Social Sciences,2014J,Pass,60
2093092,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2103305,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2108914,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2115250,BBB,Humanities,Social Sciences,2014J,Distinction,60
2145101,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2149487,BBB,Humanities,Social Sciences,2014J,Pass,60
2159336,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2169127,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2172163,BBB,Humanities,Social Sciences,2014J,Pass,120
2177423,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2187308,BBB,Humanities,Social Sciences,2014J,Pass,120
2207474,BBB,Humanities,Social Sciences,2014J,Pass,60
2213814,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2216682,BBB,Humanities,Social Sciences,2014J,Pass,60
2216778,BBB,Humanities,Social Sciences,2014J,Pass,60
2218789,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2227568,BBB,Humanities,Social Sciences,2014J,Distinction,60
2228010,BBB,Humanities,Social Sciences,2014J,Pass,60
2228601,BBB,Humanities,Social Sciences,2014J,Distinction,120
2232976,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2237567,BBB,Humanities,Social Sciences,2014J,Withdrawn,90
2239766,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2241250,BBB,Humanities,Social Sciences,2014J,Fail,60
2242067,BBB,Humanities,Social Sciences,2014J,Pass,60
2248243,BBB,Humanities,Social Sciences,2014J,Pass,60
2251500,BBB,Humanities,Social Sciences,2014J,Fail,60
2263129,BBB,Humanities,Social Sciences,2014J,Fail,120
2264569,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2269561,BBB,Humanities,Social Sciences,2014J,Fail,60
2276854,BBB,Humanities,Social Sciences,2014J,Withdrawn,180
2278390,BBB,Humanities,Social Sciences,2014J,Fail,60
2281286,BBB,Humanities,Social Sciences,2014J,Pass,60
2285017,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2292824,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2296716,BBB,Humanities,Social Sciences,2014J,Fail,60
2299745,BBB,Humanities,Social Sciences,2014J,Fail,60
2318161,BBB,Humanities,Social Sciences,2014J,Pass,60
2321660,BBB,Humanities,Social Sciences,2014J,Pass,60
2326401,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2333415,BBB,Humanities,Social Sciences,2014J,Pass,120
2344216,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2346145,BBB,Humanities,Social Sciences,2014J,Pass,60
2349805,BBB,Humanities,Social Sciences,2014J,Fail,60
2353764,BBB,Humanities,Social Sciences,2014J,Pass,120
2357372,BBB,Humanities,Social Sciences,2014J,Withdrawn,180
2363168,BBB,Humanities,Social Sciences,2014J,Pass,60
2375759,BBB,Humanities,Social Sciences,2014J,Distinction,60
2385665,BBB,Humanities,Social Sciences,2014J,Pass,60
2386867,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2394741,BBB,Humanities,Social Sciences,2014J,Fail,60
2399380,BBB,Humanities,Social Sciences,2014J,Withdrawn,180
2401304,BBB,Humanities,Social Sciences,2014J,Pass,60
2407594,BBB,Humanities,Social Sciences,2014J,Pass,120
2410544,BBB,Humanities,Social Sciences,2014J,Pass,60
2414945,BBB,Humanities,Social Sciences,2014J,Fail,60
2426442,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2426864,BBB,Humanities,Social Sciences,2014J,Pass,60
2428341,BBB,Humanities,Social Sciences,2014J,Pass,60
2432551,BBB,Humanities,Social Sciences,2014J,Fail,60
2436711,BBB,Humanities,Social Sciences,2014J,Pass,60
2444705,BBB,Humanities,Social Sciences,2014J,Pass,60
2446694,BBB,Humanities,Social Sciences,2014J,Fail,60
2448699,BBB,Humanities,Social Sciences,2014J,Fail,120
2449399,BBB,Humanities,Social Sciences,2014J,Pass,60
2454351,BBB,Humanities,Social Sciences,2014J,Withdrawn,90
2459279,BBB,Humanities,Social Sciences,2014J,Fail,120
2462576,BBB,Humanities,Social Sciences,2014J,Pass,60
2464901,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2475591,BBB,Humanities,Social Sciences,2014J,Pass,120
2486159,BBB,Humanities,Social Sciences,2014J,Pass,60
2487430,BBB,Humanities,Social Sciences,2014J,Pass,60
2487573,BBB,Humanities,Social Sciences,2014J,Pass,150
2497189,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2497624,BBB,Humanities,Social Sciences,2014J,Pass,120
2511519,BBB,Humanities,Social Sciences,2014J,Distinction,60
2520290,BBB,Humanities,Social Sciences,2014J,Pass,60
2520649,BBB,Humanities,Social Sciences,2014J,Pass,60
2537934,BBB,Humanities,Social Sciences,2014J,Fail,120
2542310,BBB,Humanities,Social Sciences,2014J,Fail,60
2545047,BBB,Humanities,Social Sciences,2014J,Pass,120
2552708,BBB,Humanities,Social Sciences,2014J,Pass,60
2559992,BBB,Humanities,Social Sciences,2014J,Fail,120
2567715,BBB,Humanities,Social Sciences,2014J,Fail,120
2570396,BBB,Humanities,Social Sciences,2014J,Pass,60
2576637,BBB,Humanities,Social Sciences,2014J,Distinction,120
2578532,BBB,Humanities,Social Sciences,2014J,Pass,120
2580626,BBB,Humanities,Social Sciences,2014J,Distinction,60
2594368,BBB,Humanities,Social Sciences,2014J,Pass,60
2599784,BBB,Humanities,Social Sciences,2014J,Pass,60
2603061,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2603534,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2609768,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2610170,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2610745,BBB,Humanities,Social Sciences,2014J,Pass,60
2611512,BBB,Humanities,Social Sciences,2014J,Fail,60
2614271,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2614777,BBB,Humanities,Social Sciences,2014J,Pass,60
2622652,BBB,Humanities,Social Sciences,2014J,Pass,60
2623656,BBB,Humanities,Social Sciences,2014J,Pass,60
2627398,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2627493,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2629503,BBB,Humanities,Social Sciences,2014J,Withdrawn,240
2631298,BBB,Humanities,Social Sciences,2014J,Withdrawn,60
2634319,BBB,Humanities,Social Sciences,2014J,Distinction,60
2638403,BBB,Humanities,Social Sciences,2014J,Pass,60
2660510,BBB,Humanities,Social Sciences,2014J,Pass,60
2670300,BBB,Humanities,Social Sciences,2014J,Pass,60
2681505,BBB,Humanities,Social Sciences,2014J,Pass,60
2681940,BBB,Humanities,Social Sciences,2014J,Pass,60
2682693,BBB,Humanities,Social Sciences,2014J,Fail,120
2684107,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2685247,BBB,Humanities,Social Sciences,2014J,Distinction,60
2687739,BBB,Humanities,Social Sciences,2014J,Withdrawn,120
2687858,BBB,Humanities,Social Sciences,2014J,Pass,120
2688495,BBB,Humanities,Social Sciences,2014J,Distinction,60
2688945,BBB,Humanities,Social Sciences,2014J,Pass,60
2692969,BBB,Humanities,Social Sciences,2014J,Pass,75
2694919,BBB,Humanities,Social Sciences,2014J,Pass,120
2698577,BBB,Humanities,Social Sciences,2014J,Fail,60
2698588,BBB,Humanities,Social Sciences,2014J,Distinction,120
2698591,BBB,Humanities,Social Sciences,2014J,Withdrawn,180
28418,CCC,Computing & IT,STEM,2014B,Fail,30
29764,CCC,Computing & IT,STEM,2014B,Distinction,90
29820,CCC,Computing & IT,STEM,2014B,Pass,60
40333,CCC,Computing & IT,STEM,2014B,Withdrawn,30
40604,CCC,Computing & IT,STEM,2014B,Pass,30
42638,CCC,Computing & IT,STEM,2014B,Pass,60
45664,CCC,Computing & IT,STEM,2014B,Withdrawn,60
46605,CCC,Computing & IT,STEM,2014B,Distinction,60
49119,CCC,Computing & IT,STEM,2014B,Distinction,90
50263,CCC,Computing & IT,STEM,2014B,Withdrawn,60
51576,CCC,Computing & IT,STEM,2014B,Withdrawn,90
54391,CCC,Computing & IT,STEM,2014B,Withdrawn,60
57340,CCC,Computing & IT,STEM,2014B,Pass,120
59541,CCC,Computing & IT,STEM,2014B,Withdrawn,30
62278,CCC,Computing & IT,STEM,2014B,Fail,40
64296,CCC,Computing & IT,STEM,2014B,Fail,60
66254,CCC,Computing & IT,STEM,2014B,Fail,30
69489,CCC,Computing & IT,STEM,2014B,Withdrawn,150
69494,CCC,Computing & IT,STEM,2014B,Withdrawn,80
69703,CCC,Computing & IT,STEM,2014B,Pass,120
70381,CCC,Computing & IT,STEM,2014B,Pass,30
70771,CCC,Computing & IT,STEM,2014B,Withdrawn,60
74290,CCC,Computing & IT,STEM,2014B,Withdrawn,60
75454,CCC,Computing & IT,STEM,2014B,Pass,120
75469,CCC,Computing & IT,STEM,2014B,Withdrawn,210
75728,CCC,Computing & IT,STEM,2014B,Fail,30
79461,CCC,Computing & IT,STEM,2014B,Withdrawn,90
80329,CCC,Computing & IT,STEM,2014B,Withdrawn,120
82575,CCC,Computing & IT,STEM,2014B,Distinction,30
83219,CCC,Computing & IT,STEM,2014B,Pass,60
83453,CCC,Computing & IT,STEM,2014B,Withdrawn,30
84299,CCC,Computing & IT,STEM,2014B,Withdrawn,120
86047,CCC,Computing & IT,STEM,2014B,Withdrawn,30
88758,CCC,Computing & IT,STEM,2014B,Withdrawn,330
94484,CCC,Computing & IT,STEM,2014B,Pass,120
95906,CCC,Computing & IT,STEM,2014B,Pass,120
96538,CCC,Computing & IT,STEM,2014B,Fail,60
97486,CCC,Computing & IT,STEM,2014B,Withdrawn,60
100621,CCC,Computing & IT,STEM,2014B,Withdrawn,60
105523,CCC,Computing & IT,STEM,2014B,Pass,90
107028,CCC,Computing & IT,STEM,2014B,Withdrawn,90
107339,CCC,Computing & IT,STEM,2014B,Pass,60
108834,CCC,Computing & IT,STEM,2014B,Withdrawn,90
108947,CCC,Computing & IT,STEM,2014B,Withdrawn,120
116174,CCC,Computing & IT,STEM,2014B,Withdrawn,90
116518,CCC,Computing & IT,STEM,2014B,Pass,80
117232,CCC,Computing & IT,STEM,2014B,Pass,90
118098,CCC,Computing & IT,STEM,2014B,Fail,30
119353,CCC,Computing & IT,STEM,2014B,Withdrawn,90
119729,CCC,Computing & IT,STEM,2014B,Withdrawn,30
122392,CCC,Computing & IT,STEM,2014B,Pass,60
123598,CCC,Computing & IT,STEM,2014B,Withdrawn,90
124124,CCC,Computing & IT,STEM,2014B,Withdrawn,60
124193,CCC,Computing & IT,STEM,2014B,Distinction,30
126337,CCC,Computing & IT,STEM,2014B,Withdrawn,75
126394,CCC,Computing & IT,STEM,2014B,Pass,120
126395,CCC,Computing & IT,STEM,2014B,Pass,30
128510,CCC,Computing & IT,STEM,2014B,Withdrawn,180
129198,CCC,Computing & IT,STEM,2014B,Withdrawn,150
129638,CCC,Computing & IT,STEM,2014B,Withdrawn,30
129878,CCC,Computing & IT,STEM,2014B,Fail,45
131145,CCC,Computing & IT,STEM,2014B,Distinction,90
131695,CCC,Computing & IT,STEM,2014B,Withdrawn,120
131933,CCC,Computing & IT,STEM,2014B,Withdrawn,30
132191,CCC,Computing & IT,STEM,2014B,Withdrawn,60
133104,CCC,Computing & IT,STEM,2014B,Distinction,120
134025,CCC,Computing & IT,STEM,2014B,Withdrawn,60
135330,CCC,Computing & IT,STEM,2014B,Fail,60
135792,CCC,Computing & IT,STEM,2014B,Fail,60
139190,CCC,Computing & IT,STEM,2014B,Withdrawn,150
142935,CCC,Computing & IT,STEM,2014B,Pass,60
145282,CCC,Computing & IT,STEM,2014B,Distinction,60
146125,CCC,Computing & IT,STEM,2014B,Withdrawn,60
147675,CCC,Computing & IT,STEM,2014B,Withdrawn,30
151549,CCC,Computing & IT,STEM,2014B,Fail,30
152428,CCC,Computing & IT,STEM,2014B,Pass,120
152962,CCC,Computing & IT,STEM,2014B,Pass,30
153687,CCC,Computing & IT,STEM,2014B,Withdrawn,400
153788,CCC,Computing & IT,STEM,2014B,Withdrawn,90
155067,CCC,Computing & IT,STEM,2014B,Fail,45
155963,CCC,Computing & IT,STEM,2014B,Distinction,60
157310,CCC,Computing & IT,STEM,2014B,Withdrawn,210
160300,CCC,Computing & IT,STEM,2014B,Pass,60
162650,CCC,Computing & IT,STEM,2014B,Fail,30
165647,CCC,Computing & IT,STEM,2014B,Withdrawn,120
165733,CCC,Computing & IT,STEM,2014B,Withdrawn,90
166160,CCC,Computing & IT,STEM,2014B,Distinction,30
167791,CCC,Computing & IT,STEM,2014B,Pass,60
168178,CCC,Computing & IT,STEM,2014B,Pass,30
169380,CCC,Computing & IT,STEM,2014B,Pass,60
170025,CCC,Computing & IT,STEM,2014B,Withdrawn,60
170864,CCC,Computing & IT,STEM,2014B,Distinction,60
171896,CCC,Computing & IT,STEM,2014B,Withdrawn,60
172301,CCC,Computing & IT,STEM,2014B,Withdrawn,60
172965,CCC,Computing & IT,STEM,2014B,Distinction,150
174807,CCC,Computing & IT,STEM,2014B,Withdrawn,90
175490,CCC,Computing & IT,STEM,2014B,Distinction,60
177967,CCC,Computing & IT,STEM,2014B,Pass,30
178072,CCC,Computing & IT,STEM,2014B,Withdrawn,60
178496,CCC,Computing & IT,STEM,2014B,Distinction,30
178654,CCC,Computing & IT,STEM,2014B,Withdrawn,30
179904,CCC,Computing & IT,STEM,2014B,Fail,90
180976,CCC,Computing & IT,STEM,2014B,Pass,30
183331,CCC,Computing & IT,STEM,2014B,Withdrawn,90
187435,CCC,Computing & IT,STEM,2014B,Distinction,90
189428,CCC,Computing & IT,STEM,2014B,Pass,30
189624,CCC,Computing & IT,STEM,2014B,Pass,150
191000,CCC,Computing & IT,STEM,2014B,Withdrawn,60
191797,CCC,Computing & IT,STEM,2014B,Pass,30
193163,CCC,Computing & IT,STEM,2014B,Fail,90
194377,CCC,Computing & IT,STEM,2014B,Withdrawn,60
197486,CCC,Computing & IT,STEM,2014B,Withdrawn,60
198902,CCC,Computing & IT,STEM,2014B,Fail,60
200372,CCC,Computing & IT,STEM,2014B,Withdrawn,120
201327,CCC,Computing & IT,STEM,2014B,Fail,30
203707,CCC,Computing & IT,STEM,2014B,Withdrawn,150
204725,CCC,Computing & IT,STEM,2014B,Pass,30
205398,CCC,Computing & IT,STEM,2014B,Fail,60
205425,CCC,Computing & IT,STEM,2014B,Distinction,60
206245,CCC,Computing & IT,STEM,2014B,Pass,40
206599,CCC,Computing & IT,STEM,2014B,Fail,90
227192,CCC,Computing & IT,STEM,2014B,Pass,60
227752,CCC,Computing & IT,STEM,2014B,Fail,30
227833,CCC,Computing & IT,STEM,2014B,Withdrawn,60
228153,CCC,Computing & IT,STEM,2014B,Fail,90
228743,CCC,Computing & IT,STEM,2014B,Fail,90
229499,CCC,Computing & IT,STEM,2014B,Fail,90
230340,CCC,Computing & IT,STEM,2014B,Withdrawn,60
230761,CCC,Computing & IT,STEM,2014B,Fail,180
231339,CCC,Computing & IT,STEM,2014B,Distinction,60
232833,CCC,Computing & IT,STEM,2014B,Withdrawn,60
233444,CCC,Computing & IT,STEM,2014B,Withdrawn,60
234068,CCC,Computing & IT,STEM,2014B,Fail,90
234311,CCC,Computing & IT,STEM,2014B,Fail,60
234740,CCC,Computing & IT,STEM,2014B,Withdrawn,30
235175,CCC,Computing & IT,STEM,2014B,Withdrawn,90
236205,CCC,Computing & IT,STEM,2014B,Pass,30
236620,CCC,Computing & IT,STEM,2014B,Pass,60
237934,CCC,Computing & IT,STEM,2014B,Fail,60
239707,CCC,Computing & IT,STEM,2014B,Withdrawn,60
241955,CCC,Computing & IT,STEM,2014B,Fail,60
242778,CCC,Computing & IT,STEM,2014B,Withdrawn,90
242858,CCC,Computing & IT,STEM,2014B,Pass,60
243351,CCC,Computing & IT,STEM,2014B,Withdrawn,90
244902,CCC,Computing & IT,STEM,2014B,Withdrawn,30
244977,CCC,Computing & IT,STEM,2014B,Pass,60
245217,CCC,Computing & IT,STEM,2014B,Withdrawn,235
245494,CCC,Computing & IT,STEM,2014B,Withdrawn,90
246248,CCC,Computing & IT,STEM,2014B,Fail,60
247819,CCC,Computing & IT,STEM,2014B,Pass,60
248252,CCC,Computing & IT,STEM,2014B,Withdrawn,90
250092,CCC,Computing & IT,STEM,2014B,Fail,60
251385,CCC,Computing & IT,STEM,2014B,Distinction,60
253859,CCC,Computing & IT,STEM,2014B,Distinction,30
255140,CCC,Computing & IT,STEM,2014B,Withdrawn,120
255310,CCC,Computing & IT,STEM,2014B,Pass,90
256532,CCC,Computing & IT,STEM,2014B,Withdrawn,70
260062,CCC,Computing & IT,STEM,2014B,Withdrawn,150
260949,CCC,Computing & IT,STEM,2014B,Pass,150
261042,CCC,Computing & IT,STEM,2014B,Fail,120
261265,CCC,Computing & IT,STEM,2014B,Fail,120
261615,CCC,Computing & IT,STEM,2014B,Pass,60
262391,CCC,Computing & IT,STEM,2014B,Withdrawn,240
264159,CCC,Computing & IT,STEM,2014B,Pass,30
264285,CCC,Computing & IT,STEM,2014B,Withdrawn,60
266040,CCC,Computing & IT,STEM,2014B,Withdrawn,60
266558,CCC,Computing & IT,STEM,2014B,Withdrawn,90
266915,CCC,Computing & IT,STEM,2014B,Withdrawn,60
267118,CCC,Computing & IT,STEM,2014B,Withdrawn,90
268018,CCC,Computing & IT,STEM,2014B,Withdrawn,60
268127,CCC,Computing & IT,STEM,2014B,Withdrawn,60
269676,CCC,Computing & IT,STEM,2014B,Pass,90
272103,CCC,Computing & IT,STEM,2014B,Withdrawn,90
277577,CCC,Computing & IT,STEM,2014B,Withdrawn,120
277809,CCC,Computing & IT,STEM,2014B,Withdrawn,60
278861,CCC,Computing & IT,STEM,2014B,Withdrawn,60
279868,CCC,Computing & IT,STEM,2014B,Pass,120
279883,CCC,Computing & IT,STEM,2014B,Withdrawn,150
281261,CCC,Computing & IT,STEM,2014B,Withdrawn,30
281801,CCC,Computing & IT,STEM,2014B,Distinction,30
282193,CCC,Computing & IT,STEM,2014B,Pass,30
283798,CCC,Computing & IT,STEM,2014B,Pass,60
284812,CCC,Computing & IT,STEM,2014B,Distinction,30
285170,CCC,Computing & IT,STEM,2014B,Pass,60
285475,CCC,Computing & IT,STEM,2014B,Pass,160
289009,CCC,Computing & IT,STEM,2014B,Pass,150
289397,CCC,Computing & IT,STEM,2014B,Withdrawn,60
290382,CCC,Computing & IT,STEM,2014B,Withdrawn,60
291805,CCC,Computing & IT,STEM,2014B,Pass,30
294578,CCC,Computing & IT,STEM,2014B,Withdrawn,60
295893,CCC,Computing & IT,STEM,2014B,Withdrawn,60
296411,CCC,Computing & IT,STEM,2014B,Pass,30
298040,CCC,Computing & IT,STEM,2014B,Pass,30
300059,CCC,Computing & IT,STEM,2014B,Pass,180
300594,CCC,Computing & IT,STEM,2014B,Withdrawn,60
300611,CCC,Computing & IT,STEM,2014B,Withdrawn,120
301232,CCC,Computing & IT,STEM,2014B,Pass,30
305783,CCC,Computing & IT,STEM,2014B,Withdrawn,60
305876,CCC,Computing & IT,STEM,2014B,Fail,120
305974,CCC,Computing & IT,STEM,2014B,Withdrawn,120
306150,CCC,Computing & IT,STEM,2014B,Withdrawn,90
308391,CCC,Computing & IT,STEM,2014B,Withdrawn,60
308918,CCC,Computing & IT,STEM,2014B,Fail,135
309118,CCC,Computing & IT,STEM,2014B,Pass,120
309515,CCC,Computing & IT,STEM,2014B,Withdrawn,60
310088,CCC,Computing & IT,STEM,2014B,Withdrawn,60
311616,CCC,Computing & IT,STEM,2014B,Pass,30
312886,CCC,Computing & IT,STEM,2014B,Fail,60
314555,CCC,Computing & IT,STEM,2014B,Withdrawn,120
315322,CCC,Computing & IT,STEM,2014B,Withdrawn,60
315728,CCC,Computing & IT,STEM,2014B,Pass,30
316061,CCC,Computing & IT,STEM,2014B,Fail,180
316227,CCC,Computing & IT,STEM,2014B,Distinction,30
318574,CCC,Computing & IT,STEM,2014B,Withdrawn,90
319042,CCC,Computing & IT,STEM,2014B,Fail,180
320153,CCC,Computing & IT,STEM,2014B,Withdrawn,30
321112,CCC,Computing & IT,STEM,2014B,Withdrawn,60
324257,CCC,Computing & IT,STEM,2014B,Fail,60
325497,CCC,Computing & IT,STEM,2014B,Withdrawn,150
328261,CCC,Computing & IT,STEM,2014B,Fail,30
329673,CCC,Computing & IT,STEM,2014B,Pass,60
330862,CCC,Computing & IT,STEM,2014B,Fail,150
330994,CCC,Computing & IT,STEM,2014B,Withdrawn,30
335553,CCC,Computing & IT,STEM,2014B,Withdrawn,60
335648,CCC,Computing & IT,STEM,2014B,Fail,150
336398,CCC,Computing & IT,STEM,2014B,Distinction,60
336695,CCC,Computing & IT,STEM,2014B,Withdrawn,135
338604,CCC,Computing & IT,STEM,2014B,Pass,210
338731,CCC,Computing & IT,STEM,2014B,Withdrawn,30
338854,CCC,Computing & IT,STEM,2014B,Withdrawn,150
339353,CCC,Computing & IT,STEM,2014B,Withdrawn,120
342089,CCC,Computing & IT,STEM,2014B,Fail,90
342957,CCC,Computing & IT,STEM,2014B,Fail,60
342974,CCC,Computing & IT,STEM,2014B,Pass,60
344367,CCC,Computing & IT,STEM,2014B,Fail,90
344396,CCC,Computing & IT,STEM,2014B,Fail,30
345256,CCC,Computing & IT,STEM,2014B,Pass,30
347257,CCC,Computing & IT,STEM,2014B,Withdrawn,120
347518,CCC,Computing & IT,STEM,2014B,Withdrawn,120
347764,CCC,Computing & IT,STEM,2014B,Fail,90
348050,CCC,Computing & IT,STEM,2014B,Fail,90
348159,CCC,Computing & IT,STEM,2014B,Pass,30
349069,CCC,Computing & IT,STEM,2014B,Fail,60
351328,CCC,Computing & IT,STEM,2014B,Withdrawn,60
351577,CCC,Computing & IT,STEM,2014B,Pass,90
351775,CCC,Computing & IT,STEM,2014B,Pass,90
353066,CCC,Computing & IT,STEM,2014B,Withdrawn,90
353660,CCC,Computing & IT,STEM,2014B,Withdrawn,30
353804,CCC,Computing & IT,STEM,2014B,Withdrawn,60
353979,CCC,Computing & IT,STEM,2014B,Withdrawn,90
354607,CCC,Computing & IT,STEM,2014B,Pass,120
355143,CCC,Computing & IT,STEM,2014B,Fail,30
356274,CCC,Computing & IT,STEM,2014B,Fail,90
356523,CCC,Computing & IT,STEM,2014B,Withdrawn,60
357176,CCC,Computing & IT,STEM,2014B,Pass,90
357214,CCC,Computing & IT,STEM,2014B,Withdrawn,60
357485,CCC,Computing & IT,STEM,2014B,Withdrawn,60
357851,CCC,Computing & IT,STEM,2014B,Withdrawn,90
357942,CCC,Computing & IT,STEM,2014B,Withdrawn,70
358075,CCC,Computing & IT,STEM,2014B,Withdrawn,60
359114,CCC,Computing & IT,STEM,2014B,Pass,60
359460,CCC,Computing & IT,STEM,2014B,Withdrawn,90
360547,CCC,Computing & IT,STEM,2014B,Withdrawn,30
361410,CCC,Computing & IT,STEM,2014B,Pass,145
362223,CCC,Computing & IT,STEM,2014B,Pass,60
362661,CCC,Computing & IT,STEM,2014B,Withdrawn,90
363374,CCC,Computing & IT,STEM,2014B,Fail,30
363773,CCC,Computing & IT,STEM,2014B,Pass,90
363906,CCC,Computing & IT,STEM,2014B,Fail,30
363939,CCC,Computing & IT,STEM,2014B,Fail,60
364920,CCC,Computing & IT,STEM,2014B,Withdrawn,60
365993,CCC,Computing & IT,STEM,2014B,Fail,90
366310,CCC,Computing & IT,STEM,2014B,Pass,30
366424,CCC,Computing & IT,STEM,2014B,Withdrawn,135
366872,CCC,Computing & IT,STEM,2014B,Withdrawn,120
367807,CCC,Computing & IT,STEM,2014B,Withdrawn,60
368483,CCC,Computing & IT,STEM,2014B,Withdrawn,60
368876,CCC,Computing & IT,STEM,2014B,Fail,60
369908,CCC,Computing & IT,STEM,2014B,Withdrawn,60
370336,CCC,Computing & IT,STEM,2014B,Fail,150
371113,CCC,Computing & IT,STEM,2014B,Withdrawn,60
371526,CCC,Computing & IT,STEM,2014B,Pass,150
371901,CCC,Computing & IT,STEM,2014B,Pass,30
372812,CCC,Computing & IT,STEM,2014B,Withdrawn,60
374028,CCC,Computing & IT,STEM,2014B,Distinction,30
374055,CCC,Computing & IT,STEM,2014B,Withdrawn,90
374756,CCC,Computing & IT,STEM,2014B,Distinction,60
375688,CCC,Computing & IT,STEM,2014B,Withdrawn,90
376701,CCC,Computing & IT,STEM,2014B,Withdrawn,90
378920,CCC,Computing & IT,STEM,2014B,Pass,60
379406,CCC,Computing & IT,STEM,2014B,Withdrawn,90
381240,CCC,Computing & IT,STEM,2014B,Fail,30
381927,CCC,Computing & IT,STEM,2014B,Distinction,30
383015,CCC,Computing & IT,STEM,2014B,Withdrawn,150
383140,CCC,Computing & IT,STEM,2014B,Pass,30
383158,CCC,Computing & IT,STEM,2014B,Pass,30
383311,CCC,Computing & IT,STEM,2014B,Fail,60
383347,CCC,Computing & IT,STEM,2014B,Distinction,60
383372,CCC,Computing & IT,STEM,2014B,Pass,90
383971,CCC,Computing & IT,STEM,2014B,Fail,60
385120,CCC,Computing & IT,STEM,2014B,Withdrawn,90
385387,CCC,Computing & IT,STEM,2014B,Distinction,90
385980,CCC,Computing & IT,STEM,2014B,Withdrawn,90
386121,CCC,Computing & IT,STEM,2014B,Withdrawn,90
386189,CCC,Computing & IT,STEM,2014B,Withdrawn,120
386671,CCC,Computing & IT,STEM,2014B,Withdrawn,150
387009,CCC,Computing & IT,STEM,2014B,Pass,60
388538,CCC,Computing & IT,STEM,2014B,Pass,30
388708,CCC,Computing & IT,STEM,2014B,Withdrawn,30
388750,CCC,Computing & IT,STEM,2014B,Withdrawn,210
389680,CCC,Computing & IT,STEM,2014B,Withdrawn,150
390233,CCC,Computing & IT,STEM,2014B,Withdrawn,60
391343,CCC,Computing & IT,STEM,2014B,Fail,150
391419,CCC,Computing & IT,STEM,2014B,Fail,30
392289,CCC,Computing & IT,STEM,2014B,Withdrawn,30
392526,CCC,Computing & IT,STEM,2014B,Pass,30
394311,CCC,Computing & IT,STEM,2014B,Pass,30
394341,CCC,Computing & IT,STEM,2014B,Fail,90
394791,CCC,Computing & IT,STEM,2014B,Withdrawn,90
395164,CCC,Computing & IT,STEM,2014B,Withdrawn,150
396825,CCC,Computing & IT,STEM,2014B,Pass,80
397149,CCC,Computing & IT,STEM,2014B,Withdrawn,90
397506,CCC,Computing & IT,STEM,2014B,Pass,120
397797,CCC,Computing & IT,STEM,2014B,Withdrawn,60
398487,CCC,Computing & IT,STEM,2014B,Fail,30
398877,CCC,Computing & IT,STEM,2014B,Withdrawn,90
399863,CCC,Computing & IT,STEM,2014B,Withdrawn,270
400063,CCC,Computing & IT,STEM,2014B,Withdrawn,90
401296,CCC,Computing & IT,STEM,2014B,Pass,60
401903,CCC,Computing & IT,STEM,2014B,Pass,60
403085,CCC,Computing & IT,STEM,2014B,Pass,60
404239,CCC,Computing & IT,STEM,2014B,Fail,60
405192,CCC,Computing & IT,STEM,2014B,Withdrawn,90
406265,CCC,Computing & IT,STEM,2014B,Withdrawn,30
406337,CCC,Computing & IT,STEM,2014B,Withdrawn,30
406846,CCC,Computing & IT,STEM,2014B,Fail,30
406908,CCC,Computing & IT,STEM,2014B,Fail,90
